authorid,author_name,resource_id,resource_title,resource_month,resource_day,resource_year,resource_language,resource_sample_url,resource_full_url,resource_type,resource_source,tags,comments
pchamoiseau,Patrick Chamoiseau,pchamoiseau_006,Justice Hebdomadaire du Parti communiste martiniquais,May,10,2012,French,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/14/00244/00006.jpg,https://www.dloc.com/UF00088914/00244/images/25,image,dLOC,newspaper article,
pchamoiseau,Patrick Chamoiseau,pchamoiseau_007,The Caribbean writer : Solibo Magnificent,,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00222.jpg,https://www.dloc.com/AA00032523/00013/images/231,image,dLOC,book review,
pchamoiseau,Patrick Chamoiseau,pchamoiseau_008,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : Warrior of the Imaginary: A Conversation with Patrick Chamoiseau",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00021/00018.jpg,https://www.dloc.com/UF00096005/00021/images/17,image,dLOC,interview,
pchamoiseau,Patrick Chamoiseau,pchamoiseau_009,Entre Nous : Patrick Chamoiseau à la Bibliothèque Monique Calixte (1),January,24,1999,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/35/85/00001/RL10059-CS-1352_01.mp3,https://www.dloc.com/AA00073585/00001/audios,audio,dLOC,,
pchamoiseau,Patrick Chamoiseau,pchamoiseau_010,Entre Nous : Patrick Chamoiseau à la Bibliothèque Monique Calixte (2),January,24,1999,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/35/86/00001/RL10059-CS-1352_02.mp3,https://www.dloc.com/AA00073586/00001/audios,audio,dLOC,,
psylvain,Patrick Sylvain,psylvain_001,The Caribbean writer : Volvanic Songs,,,1998,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00012/AA00032523_00012_00049.jpg,https://www.dloc.com/AA00032523/00012/images/48,image,dLOC,poetry,
psylvain,Patrick Sylvain,psylvain_002,"The Caribbean writer : Army of Draculas
",,,1994,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00008/AA00032523_00008_00012.jpg,https://www.dloc.com/AA00032523/00008/images/11,image,dLOC,poetry,
psylvain,Patrick Sylvain,psylvain_003,The Caribbean writer : Crossroads,,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00039.jpg,https://www.dloc.com/AA00032523/00013/images/38,image,dLOC,poetry,
pkdouglas,Paul Keens-Douglas,pkdouglas_001,"The Caribbean writer : Roll Call
",,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00276.jpg,https://www.dloc.com/AA00032523/00013/images/285,image,dLOC,book review,
pkdouglas,Paul Keens-Douglas,pkdouglas_002,The Caribbean writer : Dis An' That,,,1990,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00004/AA00032523_00004_00045.jpg,https://www.dloc.com/AA00032523/00004/images/46,image,dLOC,poetry,
pmarshall,Paule Marshall,pmarshall_001,MaComère : The Fisher King,,,2001,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00005/00005_00224.jpg,https://www.dloc.com/AA00000079/00005/images/223,image,dLOC,book review,
pmarshall,Paule Marshall,pmarshall_002,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : The Fisher King
",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00011/00160.jpg,https://www.dloc.com/UF00096005/00011/images/159,image,dLOC,book review,
pmarshall,Paule Marshall,pmarshall_003,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : Reena and Other Stories",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00001/00065.jpg,https://www.dloc.com/UF00096005/00001/images/64,image,dLOC,book review,
pmarshall,Paule Marshall,pmarshall_004,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : Praisesong for the Widow",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00024/00072_00072.jpg,https://www.dloc.com/UF00096005/00024/images/72,image,dLOC,book review,
pmarshall,Paule Marshall,pmarshall_005,"Sargasso, A Journal of Caribbean Literature, Language, and Culture : Triangular Road",,,1984,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/60/05/00033/00151.jpg,https://www.dloc.com/UF00096005/00033/images/150,image,dLOC,book review,
pramsay,Paulette Ramsay,pramsay_001,MaComère : The Liberatory Poetics of Shirley Campbell,,,2005,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00008/00144.jpg,https://www.dloc.com/AA00000079/00008/images/145,image,dLOC,critism,
pmelville,Pauline Melville,pmelville_001,MaComère : The Ventriloquist's Tale,,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00003/00003_00190.jpg,https://www.dloc.com/AA00000079/00003/images/191,image,dLOC,book review,
pmelville,Pauline Melville,pmelville_002,"Kyk-over-Al : Shape-Shifter
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00030/00105.jpg,https://www.dloc.com/UF00080046/00030/images/104,image,dLOC,book review,
pmelville,Pauline Melville,pmelville_003,"MaComère : Reading the Signs in Pauline Melville's ""Erzulie""",,,2001,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/00/79/00005/00005_00129.jpg,https://www.dloc.com/AA00000079/00005/images/128,image,dLOC,book review,
pmelville,Pauline Melville,pmelville_004,"Kyk-over-Al : The Grasp of the Ant-Eater
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00181.jpg,https://www.dloc.com/UF00080046/00033/images/180,image,dLOC,critism,
pabrahams,Peter Abrahams,pabrahams_001,The Independence anthology of Jamaican literature,,,1962,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/45/72/00001/00001.jpg,https://www.dloc.com/AA00004572/00001/images/0,image,dLOC,essay,
pabrahams,Peter Abrahams,pabrahams_002,Dominica herald,September,8,1962,English,https://ufdcimages.uflib.ufl.edu/UF/00/10/28/78/00106/UF00102878_VID00106_0010.jpg,https://www.dloc.com/UF00102878/00106/images/8,image,dLOC,newspaper article,
pkempadoo,Peter Kempadoo,pkempadoo_001,Guyana chronicle : Preserving our literary heritage,March,19,2006,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/89/15/00192/UF00088915_VID00192_00038.jpg,https://www.dloc.com/UF00088915/00192/images/37,image,dLOC,profile,
ptmarcelin,Philippe Thoby-Marcelin,ptmarcelin_001,Conjonction :  Centre d'Art L'Expositon Borno-Turner,April,27,1946,French,https://ufdcimages.uflib.ufl.edu/UF/00/07/65/67/00005/00038.jpg,https://www.dloc.com/UF00076567/00005/images/37,image,dLOC,,
ptmarcelin,Philippe Thoby-Marcelin,ptmarcelin_002,The Caribbean writer : Poetry by Philippe Thoby-Marcelin,,,2000,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00014/AA00032523_00014_00067.jpg,https://www.dloc.com/AA00032523/00014/images/68,image,dLOC,poetry,
ptmarcelin,Philippe Thoby-Marcelin,ptmarcelin_003,Conjonction : Elegies,,,1946,French,https://ufdcimages.uflib.ufl.edu/UF/00/07/65/67/00002/00010.jpg,https://www.dloc.com/UF00076567/00002/images/9,image,dLOC,poetry,
ptmarcelin,Philippe Thoby-Marcelin,ptmarcelin_004,La revue indigène,,,1982,French,https://ufdcimages.uflib.ufl.edu/UF/00/09/59/35/00001/Revue_Indigene_1_Page_032.jpg,https://www.dloc.com/UF00095935/00001/images/31,image,dLOC,poetry,
psalfrey,Phyllis Shand Allfrey,psalfrey_001,Kyk-over-Al : Phyllis Shand Allfrey is dead,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00023/00008.jpg,https://www.dloc.com/UF00080046/00023/images/7,image,dLOC,obituary,
psalfrey,Phyllis Shand Allfrey,psalfrey_002,"Star (Roseau, Dominica)",December,31,1965,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/24/76/00020/72476_020_001.jpg,https://www.dloc.com/UF00072476/00020/images/0,image,dLOC,newspaper editor,
psalfrey,Phyllis Shand Allfrey,psalfrey_003,"Star (Roseau, Dominica)",December,4,1965,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/24/76/00016/72476_016_001.jpg,https://www.dloc.com/UF00072476/00016/images/0,image,dLOC,newspaper editor,
psalfrey,Phyllis Shand Allfrey,psalfrey_004,The Caribbean writer : Phyllis Shand Allfrey A Caribbean Life,,,1997,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00011/AA00032523_00011_00234.jpg,https://www.dloc.com/AA00032523/00011/images/239,image,dLOC,book review,"seems to be a review on the book ""Phyllis Shand Allfrey. A Caribbean Lfe"" by Lizabeth Paravisini-Gebert"
pvvastey,Pompée Valentin Vastey,pvvastey_001,"Reflexions sur une lettre de Mazeres, ex-colon francais, adressee a M. J.C.L. Sismonde de Sismondi, sur les noirs et les blancs, la civilisation de l'Afrique, le royaume d'Hayti, etc.",,,1816,French,https://ufdcimages.uflib.ufl.edu/AA/00/02/15/41/00001/00005.jpg,https://www.dloc.com/AA00021541/00001/images/4,image,dLOC,letter/book,
rlcaarons,R. L. C. Aarons,rlcaarons_001,The Independence anthology of Jamaican literature : Madam,,,1962,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/45/72/00001/00049.jpg,https://www.dloc.com/AA00004572/00001/images/48,image,dLOC,short story fiction,
rbcgraham,R.B Cunninghame-Graham,rbcgraham_001,"Bernal Diaz del Castillo Being Some Account of Him, Taken From His True History of The Conquest of New Spain",,,1915,English,https://ufdcimages.uflib.ufl.edu/AA/00/08/93/65/00001/01318.jpg,https://www.dloc.com/AA00089365/00001/images/2,image,dLOC,book,
rmaharaj,Rabindranath Maharaj,rmaharaj_001,The Caribbean writer : The Interloper,,,1998,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00012/AA00032523_00012_00267.jpg,https://www.dloc.com/AA00032523/00012/images/268,image,dLOC,book review,
rmaharaj,Rabindranath Maharaj,rmaharaj_002,"Caribbean beat : Bookshelf ""Fatboy Fall Down""",July,,2020,English,https://www.dloc.com/AA00090268/00053/pdf,https://www.dloc.com/AA00090268/00053/pdf,pdf,dLOC,book review,pg 30 in the pdf
rmaharaj,Rabindranath Maharaj,rmaharaj_003,The Caribbean writer : The Occasional Sadhu,,,1992,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00006/AA00032523_00006_00112.jpg,https://www.dloc.com/AA00032523/00006/images/113,image,dLOC,prose,
rapinder,Randall Alphaeus Pinder,rapinder_001,Adult learners’ understandings and expectations of literacy and their impact on participation in adult literacy programs,,,2011,English,https://www.dloc.com/AA00010703/00001/pdf,https://www.dloc.com/AA00010703/00001/pdf,pdf,dLOC,these,
rpantin,Raoul Pantin,rpantin_001,Tapia : Exile,,,1969,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00134/00009.jpg,https://www.dloc.com/UF00072147/00134/images/8,image,dLOC,poetry,
rpantin,Raoul Pantin,rpantin_002,"Tapia : New writing in the Caribbean
",September,,1976,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00229/00005.jpg,https://www.dloc.com/UF00072147/00229/images/4,image,dLOC,book review,
rpantin,Raoul Pantin,rpantin_003,"Tapia : Verne Guern Reviews ""Journey"" A New Volume of Poetry by Raoul Pantin",August,8,1976,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00225/00006.jpg,https://www.dloc.com/UF00072147/00225/images/5,image,dLOC,book review,
rpantin,Raoul Pantin,rpantin_004,"Tapia : O Babylon!
",January,18,1976,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00196/00010.jpg,https://www.dloc.com/UF00072147/00196/images/9,image,dLOC,newspaper article,
rpantin,Raoul Pantin,rpantin_005,Tapia : The 610 Saga A Hotline to Repression,October,12,1975,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00183/00003.jpg,https://www.dloc.com/UF00072147/00183/images/2,image,dLOC,newspaper article,
rpantin,Raoul Pantin,rpantin_006,Tapia : Govt Ministry Shuffled Away,January,25,1976,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00197/00001.jpg,https://www.dloc.com/UF00072147/00197/images/0,image,dLOC,newspaper article,
rarenas,Reinaldo Arenas,rarenas_001,"Arique, revista de poesia : Los poetas cubanos se suicidan",January,,2006,Spanish,https://www.dloc.com/UF00098948/00030/pdf,https://www.dloc.com/UF00098948/00030/pdf,pdf,dLOC,tribute,pg 18
rdepestre,René Depestre,rdepestre_001,"Entre Nous : Rene Depestre, Emile Ollivier",September,10,1995,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/26/00001/RL10059-CS-1271_02.mp3,https://www.dloc.com/AA00073426/00001/audios,audio,dLOC,,
rdepestre,René Depestre,rdepestre_002,"Entre Nous : Rencontre avec Gary Klang sur « Haiti! Haiti! » ; Comptes rendus sur « Hadriana de tous mes reves » de Rene Depestre, « Harlem Quartet » de James Baldwin, et « Bra koupe » de Syto Cave (1)",April,17,1988,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/33/10/00001/RL10059-CS-1213_01.mp3,https://www.dloc.com/AA00073310/00001/audios,audio,dLOC,,
rdepestre,René Depestre,rdepestre_003,"Entre Nous : Gilles Danroc sur « Haiti, elections 1990 : quelle democratie ? » ; Compte rendu de la lecture d' « Eros dans un train chinois » de Rene Depestre (1)",January,6,1991,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/03/00001/RL10059-CS-1260_01.mp3,https://www.dloc.com/AA00073403/00001/audios,audio,dLOC,,
rdepestre,René Depestre,rdepestre_004,"Entre Nous : Gilles Danroc sur « Haiti, elections 1990 : quelle democratie ? » ; Compte rendu de la lecture d' « Eros dans un train chinois » de Rene Depestre (2)",January,6,1991,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/34/04/00001/RL10059-CS-1260_02.mp3,https://www.dloc.com/AA00073404/00001/audios,audio,dLOC,,
rdepestre,René Depestre,rdepestre_005,Étincelles,,,1945,French,https://ufdcimages.uflib.ufl.edu/UF/00/08/13/70/00001/00001.jpg,https://www.dloc.com/UF00081370/00001/images/0,image,dLOC,book,
rdepestre,René Depestre,rdepestre_006,The Caribbean writer : Two Haitian Poets,,,1995,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00009/AA00032523_00009_00085.jpg,https://www.dloc.com/AA00032523/00009/images/88,image,dLOC,poetry,
rdepestre,René Depestre,rdepestre_007,"Haïti, poètes noirs : Quand Je Crie <<Non>>
",,,1951,French,https://ufdcimages.uflib.ufl.edu/UF/00/07/70/33/00001/00162.jpg,https://www.dloc.com/UF00077033/00001/images/161,image,dLOC,poetry,
rnettleford,Rex Nettleford,rnettleford_001,Caribbean review : Heritage Tourism and the Myth of Paradise,,,1990,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/55/76/00007/UF00095576_6_00010.jpg,https://www.dloc.com/UF00095576/00007/images/9,image,dLOC,essay,
rnettleford,Rex Nettleford,rnettleford_002,"Jamaica journal : Inward Stretch , Outward Reach",,,2015,English,https://ufdcimages.uflib.ufl.edu/UF/00/09/00/30/00091/00013.jpg,https://www.dloc.com/UF00090030/00091/images/12,image,dLOC,essay,
rnettleford,Rex Nettleford,rnettleford_003,"Kyk-over-Al : Communicating with Ourselves The Caribbean Artist and His Society
",December,18,1989,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00029/00020.jpg,https://www.dloc.com/UF00080046/00029/images/18,image,dLOC,speech,
rfretamar,Roberto Fernández Retamar,rfretamar_001,Orígenes : Décimas por Un Tomeguin,,,1951,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/04/85/49/00064/00048.jpg,https://www.dloc.com/AA00048549/00064/images/47,image,dLOC,poetry,
rfretamar,Roberto Fernández Retamar,rfretamar_002,Orígenes : Canciones de Antes,,,1955,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/04/85/49/00074/00033.jpg,https://www.dloc.com/AA00048549/00074/images/32,image,dLOC,poetry,
rfretamar,Roberto Fernández Retamar,rfretamar_003,Orígenes : Los Ruidos y la Tarde,,,1953,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/04/85/49/00068/00058.jpg,https://www.dloc.com/AA00048549/00068/images/57,image,dLOC,poetry,
rfretamar,Roberto Fernández Retamar,rfretamar_004,Orígenes : Notas,,,1954,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/04/85/49/00070/00058.jpg,https://www.dloc.com/AA00048549/00070/images/57,image,dLOC,poetry,
rfretamar,Roberto Fernández Retamar,rfretamar_005,Orígenes : En Torno a la Obra Poética de Alfonso Reyes,,,1953,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/04/85/49/00069/00073.jpg,https://www.dloc.com/AA00048549/00069/images/72,image,dLOC,creative work,
rvalero,Roberto Valero,rvalero_001,Qubit : Géminis,August,,2010,Spanish,https://ufdcimages.uflib.ufl.edu/UF/00/10/34/97/00049/qubit_no49_Page_18.jpg,https://www.dloc.com/UF00103497/00049/images/17,image,dLOC,creative writing,
rwalcott,Roderick Walcott,rwalcott_001,...A Time ... and a season : 8 Caribbean plays,,,1976,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/04/95/00001/PR9217-T561976_dj.jpg,https://www.dloc.com/AA00030495/00001/images,image,dLOC,book cover,
rwalcott,Roderick Walcott,rwalcott_002,Make use of the cinema to promote regional culture,September,17,1972,English,https://ufdcimages.uflib.ufl.edu/CA/00/19/96/27/00001/00023.jpg,https://www.dloc.com/CA00199627/00001/images,image,dLOC,newspaper article,
rwalcott,Roderick Walcott,rwalcott_003,"CARIFESTA ""Banjo Man""",July,9,1972,English,https://ufdcimages.uflib.ufl.edu/CA/00/19/96/77/00001/00078.jpg,https://www.dloc.com/CA00199677/00001/images,image,dLOC,newspaper article,
rwalcott,Roderick Walcott,rwalcott_004,We must delve deeply into our cultural heritage',September,11,1972,English,https://ufdcimages.uflib.ufl.edu/CA/00/19/99/63/00001/00293.jpg,https://www.dloc.com/CA00199963/00001/images/0,image,dLOC,newspaper article,
rdorsinville,Roger Dorsinville,rdorsinville_001,"Entre Nous : Roger Dorsinville, « Les Veves du Createur » (1)",June,11,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/33/47/00001/RL10059-CS-1232_01.mp3,https://www.dloc.com/AA00073347/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_002,"Roger Dorsinville, « Les Veves du createur » (complet) (1)",June,9,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/30/32/00001/RL10059-CS-1063_01.mp3,https://www.dloc.com/AA00073032/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_003,"Roger Dorsinville, « Les Veves du createur » (complet) (2)",June,9,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/30/33/00001/RL10059-CS-1063_02.mp3,https://www.dloc.com/AA00073033/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_004,"Entre Nous : Roger Dorsinville, « Accords perdus » (1)",December,20,1987,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/32/89/00001/RL10059-CS-1202_01.mp3,https://www.dloc.com/AA00073289/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_005,"Entre Nous : Roger Dorsinville, « Accords perdus » (2)",December,20,1987,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/32/90/00001/RL10059-CS-1202_02.mp3,https://www.dloc.com/AA00073290/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_006,"Roger Dorsinville, « Les Veves du createur » (extrait)",June,9,1989,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/53/13/00001/RL10059-RR-0627_01.mp3,https://www.dloc.com/AA00075313/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_007,Interview Roger Dorsinville sur le duvalierisme,September,16,1984,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/26/15/00001/RL10059-CS-0818_01.mp3,https://www.dloc.com/AA00072615/00001/audios,audio,dLOC,interview,
rdorsinville,Roger Dorsinville,rdorsinville_008,Max Dorsinville sur Roger Dorsinville,Feburary,12,1990,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/54/00/00001/RL10059-RR-0715_01.mp3,https://www.dloc.com/AA00075400/00001/audios,audio,dLOC,,
rdorsinville,Roger Dorsinville,rdorsinville_009,Roger Dorsinville sur le creole,,,1990,French,https://ufdcimages.uflib.ufl.edu/AA/00/07/29/99/00001/RL10059-CS-1043_01.mp3,https://www.dloc.com/AA00072999/00001/audios,audio,dLOC,,
rmais,Roger Mais,rmais_001,"Kyk-over-Al : A Green Blade in Triumph
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00013/00027.jpg,https://www.dloc.com/UF00080046/00013/images/26,image,dLOC,memorial,
rmais,Roger Mais,rmais_002,Kyk-over-Al : Roger Mais,,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00022/00128.jpg,https://www.dloc.com/UF00080046/00022/images/135,image,dLOC,memorial,
rmais,Roger Mais,rmais_003,"The Independence anthology of Jamaican literature : Brother Man
",,,1962,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/45/72/00001/00180.jpg,https://www.dloc.com/AA00004572/00001/images/179,image,dLOC,ficiton,
rmais,Roger Mais,rmais_004,"Kyk-over-Al : The Springing
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00022/00086.jpg,https://www.dloc.com/UF00080046/00022/images/91,image,dLOC,ficiton,
rmais,Roger Mais,rmais_005,"Kyk-over-Al : I Shall Wait For The Moon To Rise
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00022/00049.jpg,https://www.dloc.com/UF00080046/00022/images/48,image,dLOC,poetry,
rmais,Roger Mais,rmais_006,"Anthology of the poetry of the West Indies :  The Wind is Not A Lyre
",,,1950,English,https://ufdcimages.uflib.ufl.edu/CA/01/30/00/05/00001/00121.jpg,https://www.dloc.com/CA01300005/00001/images/122,image,dLOC,poetry,
rmais,Roger Mais,rmais_007,"The Independence anthology of Jamaican literature : Men of Ideas
",,,1962,English,https://ufdcimages.uflib.ufl.edu/AA/00/00/45/72/00001/00132.jpg,https://www.dloc.com/AA00004572/00001/images/131,image,dLOC,poetry,
rmais,Roger Mais,rmais_008,Tapia : Brother Mais,October,27,1974,English,https://ufdcimages.uflib.ufl.edu/UF/00/07/21/47/00133/00006.jpg,https://www.dloc.com/UF00072147/00133/images/5,image,dLOC,profile,
rmais,Roger Mais,rmais_009,Arts Jamaica,,,1983,English,https://ufdcimages.uflib.ufl.edu/UF/00/10/14/59/00006/00018.jpg,https://www.dloc.com/UF00101459/00006/images/17,image,dLOC,painting review,
rmais,Roger Mais,rmais_010,"Kyk-over-Al : The Hills Were Joyful Together
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00010/00068.jpg,https://www.dloc.com/UF00080046/00010/images/67,image,dLOC,book review,
rmonar,Rooplall Monar,rmonar_001,"Kyk-over-Al : No Greener Grass
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00024/00015.jpg,https://www.dloc.com/UF00080046/00024/images/14,image,dLOC,poetry,
rmonar,Rooplall Monar,rmonar_002,"Kyk-over-Al : Wash Pot
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00032/00024.jpg,https://www.dloc.com/UF00080046/00032/images/24,image,dLOC,poetry,
rmonar,Rooplall Monar,rmonar_003,"Kyk-over-Al : Everyboy Tun Selfish
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00030/00035.jpg,https://www.dloc.com/UF00080046/00030/images/34,image,dLOC,poetry,
rmonar,Rooplall Monar,rmonar_004,"Kyk-over-Al : Pork Eater
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00029/00046.jpg,https://www.dloc.com/UF00080046/00029/images/44,image,dLOC,ficiton,
rmonar,Rooplall Monar,rmonar_005,"Kyk-over-Al : Don't Know Where You Stand
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00028/00059.jpg,https://www.dloc.com/UF00080046/00028/images/58,image,dLOC,fiction,
rmonar,Rooplall Monar,rmonar_006,"Kyk-over-Al : Massala Maraj
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00027/00028.jpg,https://www.dloc.com/UF00080046/00027/images/27,image,dLOC,extract from novel,
rmonar,Rooplall Monar,rmonar_007,"Kyk-over-Al : Cookman
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00026/00048.jpg,https://www.dloc.com/UF00080046/00026/images/47,image,dLOC,ficiton,
rmonar,Rooplall Monar,rmonar_008,"Kyk-over-Al : Estate People
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00033/00313.jpg,https://www.dloc.com/UF00080046/00033/images/312,image,dLOC,book review,
rnamba,Roy Namba,rnamba_001,Black albino,,,1961,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/74/00001/PR9265-9-R69B531961_dj.jpg,https://www.dloc.com/AA00030574/00001/images,image,dLOC,book cover,
sjperse,Saint-John Perse,sjperse_001,Noticias de hoy : Saint-John Perse y el Premio Nobel de Literatura,November,18,1960,Spanish,https://ufdcimages.uflib.ufl.edu/AA/00/02/20/89/05930/noticias%20de%20hoy_1091.jpg,https://www.dloc.com/AA00022089/05930/images/1,image,dLOC,newspaper article,
sselvon,Samuel Selvon,sselvon_001,A brighter sun : a novel,,,1952,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/05/98/00001/PR9272-9-S4B741952_dj.jpg,https://www.dloc.com/AA00030598/00001/images,image,dLOC,book cover,
sselvon,Samuel Selvon,sselvon_002,The lonely Londoners,,,1956,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/06/24/00001/PR9272-9-S4L661956_dj.jpg,https://www.dloc.com/AA00030624/00001/images,image,dLOC,book cover,
sselvon,Samuel Selvon,sselvon_003,"Caribbean Compass : A Vexatious Masquerade
",Feburary,,2017,English,https://www.dloc.com/UF00095627/00120/pdf,https://www.dloc.com/UF00095627/00120/pdf,pdf,dLOC,book review,pg 33
sselvon,Samuel Selvon,sselvon_004,"Kyk-over-Al : A Brighter Sun
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00008/00100.jpg,https://www.dloc.com/UF00080046/00008/images/99,image,dLOC,book review,
sselvon,Samuel Selvon,sselvon_005,"Anthology of the poetry of the West Indies : Sun
",,,1950,English,https://ufdcimages.uflib.ufl.edu/CA/01/30/00/05/00001/00205.jpg,https://www.dloc.com/CA01300005/00001/images/206,image,dLOC,poetry,
scollins,Sara Collins,scollins_001,"The Caribbean writer : Azania's Story
",,,1999,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00013/AA00032523_00013_00147.jpg,https://www.dloc.com/AA00032523/00013/images/152,image,dLOC,short story,
spersaud,Sasenarine Persaud,spersaud_001,"Kyk-over-Al : Rain Storm
",,,2000,English,https://ufdcimages.uflib.ufl.edu/UF/00/08/00/46/00025/00020.jpg,https://www.dloc.com/UF00080046/00025/images/18,image,dLOC,poetry,
spersaud,Sasenarine Persaud,spersaud_002,"The Caribbean writer : Images of Father in The Crematig Heat
",,,1993,English,https://ufdcimages.uflib.ufl.edu/AA/00/03/25/23/00007/AA00032523_00007_00042.jpg,https://www.dloc.com/AA00032523/00007/images/41,image,dLOC,poetry,
